operon	start	end	strand	N_genes	left	right	color	type
683	1428138	1429487	-	1	1428138	1429487	lightblue	region
684	1429589	1430422	+	1	1429589	1430422	lightblue	region
685	1430604	1432025	-	1	1430604	1432025	lightblue	region
686	1436076	1434785	-	3	1434785	1436076	lightblue	region
687	1437883	1441173	+	3	1437883	1441173	lightblue	region
689	1442196	1444802	+	1	1442196	1444802	lightblue	region
69	138991	138968	-	2	138968	138991	lightblue	region
690	1445261	1451186	+	2	1445261	1451186	lightblue	region
691	1451341	1451883	+	1	1451341	1451883	lightblue	region
692	1452344	1458360	+	4	1452344	1458360	lightblue	region
693	1458527	1458700	+	1	1458527	1458700	lightblue	region
694	1459366	1459301	-	2	1459301	1459366	lightblue	region
695	1461179	1461628	+	1	1461179	1461628	lightblue	region
696	1462120	1462431	+	1	1462120	1462431	lightblue	region
697	1476480	1476456	-	2	1476456	1476480	lightblue	region
699	1477737	1483371	+	3	1477737	1483371	lightblue	region
7	15725	16927	+	1	15725	16927	lightblue	region
70	140353	140265	-	2	140265	140353	lightblue	region
700	1485147	1485144	-	2	1485144	1485147	lightblue	region
702	1487048	1495962	+	10	1487048	1495962	lightblue	region
703	1496089	1497021	+	1	1496089	1497021	lightblue	region
704	1498551	1497756	-	3	1497756	1498551	lightblue	region
705	1499682	1504709	+	5	1499682	1504709	lightblue	region
706	1505609	1505767	-	1	1505609	1505767	lightblue	region
707	1506270	1507646	+	1	1506270	1507646	lightblue	region
708	1507719	1508357	-	1	1507719	1508357	lightblue	region
709	1514263	1511302	-	4	1511302	1514263	lightblue	region
71	141122	141910	+	1	141122	141910	lightblue	region
710	1515069	1516553	+	1	1515069	1516553	lightblue	region
711	1516775	1518511	+	1	1516775	1518511	lightblue	region
712	1521332	1521318	-	2	1521318	1521332	lightblue	region
713	1522893	1523495	+	1	1522893	1523495	lightblue	region
714	1523554	1524747	-	1	1523554	1524747	lightblue	region
715	1526323	1526227	-	2	1526227	1526323	lightblue	region
716	1528606	1539221	+	9	1528606	1539221	lightblue	region
717	1539276	1539590	-	1	1539276	1539590	lightblue	region
718	1539736	1541250	-	1	1539736	1541250	lightblue	region
719	1541406	1542812	-	1	1541406	1542812	lightblue	region
720	1542899	1543849	+	1	1542899	1543849	lightblue	region
721	1544240	1545256	-	1	1544240	1545256	lightblue	region
722	1545381	1546733	-	1	1545381	1546733	lightblue	region
723	1546950	1547432	-	1	1546950	1547432	lightblue	region
724	1547572	1551501	-	1	1547572	1551501	lightblue	region
725	1552106	1552564	+	1	1552106	1552564	lightblue	region
726	1553397	1553379	-	2	1553379	1553397	lightblue	region
727	1555517	1560926	+	3	1555517	1560926	lightblue	region
728	1561038	1562195	-	1	1561038	1562195	lightblue	region
73	142637	144958	-	1	142637	144958	lightblue	region
730	1564649	1564652	-	2	1564649	1564652	lightblue	region
732	1566298	1568244	+	1	1566298	1568244	lightblue	region
733	1568924	1568911	-	2	1568911	1568924	lightblue	region
735	1569937	1570758	+	1	1569937	1570758	lightblue	region
736	1570823	1571761	-	1	1570823	1571761	lightblue	region
737	1572217	1576454	+	4	1572217	1576454	lightblue	region
738	1576699	1577370	+	1	1576699	1577370	lightblue	region
739	1577484	1577813	+	1	1577484	1577813	lightblue	region
74	145203	145685	+	1	145203	145685	lightblue	region
740	1577879	1578154	-	1	1577879	1578154	lightblue	region
741	1578400	1579593	+	1	1578400	1579593	lightblue	region
742	1579635	1582565	-	1	1579635	1582565	lightblue	region
743	1583216	1583689	+	1	1583216	1583689	lightblue	region
744	1583795	1587790	-	1	1583795	1587790	lightblue	region
745	1587912	1589051	+	1	1587912	1589051	lightblue	region
746	1591832	1589677	-	3	1589677	1591832	lightblue	region
747	1593365	1594471	+	1	1593365	1594471	lightblue	region
748	1604688	1595985	-	8	1595985	1604688	lightblue	region
749	1606025	1606996	+	1	1606025	1606996	lightblue	region
75	145713	146672	-	1	145713	146672	lightblue	region
750	1607247	1609283	+	2	1607247	1609283	lightblue	region
751	1609429	1610226	-	1	1609429	1610226	lightblue	region
752	1610577	1610969	-	1	1610577	1610969	lightblue	region
753	1612511	1613617	-	1	1612511	1613617	lightblue	region
754	1614279	1614959	+	1	1614279	1614959	lightblue	region
755	1617787	1616063	-	3	1616063	1617787	lightblue	region
756	1619260	1619936	+	2	1619260	1619936	lightblue	region
757	1620018	1623089	-	1	1620018	1623089	lightblue	region
758	1623465	1625517	+	2	1623465	1625517	lightblue	region
759	1625730	1626503	+	1	1625730	1626503	lightblue	region
76	146870	149115	+	2	146870	149115	lightblue	region
760	1626601	1627521	+	1	1626601	1627521	lightblue	region
761	1629353	1628025	-	3	1628025	1629353	lightblue	region
762	1631150	1634116	+	2	1631150	1634116	lightblue	region
763	1634237	1635115	+	1	1634237	1635115	lightblue	region
765	1638997	1636326	-	4	1636326	1638997	lightblue	region
767	1640942	1642459	-	1	1640942	1642459	lightblue	region
768	1642635	1644011	+	1	1642635	1644011	lightblue	region
769	1644208	1644822	+	1	1644208	1644822	lightblue	region
77	149140	150540	-	1	149140	150540	lightblue	region
770	1645121	1647828	+	2	1645121	1647828	lightblue	region
771	1647917	1648279	-	1	1647917	1648279	lightblue	region
772	1648719	1650350	+	1	1648719	1650350	lightblue	region
773	1650496	1651896	+	1	1650496	1651896	lightblue	region
774	1651961	1652809	-	1	1651961	1652809	lightblue	region
775	1653345	1654796	+	1	1653345	1654796	lightblue	region
776	1655252	1656442	+	1	1655252	1656442	lightblue	region
777	1656759	1659355	+	2	1656759	1659355	lightblue	region
778	1659487	1661370	-	1	1659487	1661370	lightblue	region
779	1661775	1665596	+	2	1661775	1665596	lightblue	region
78	155612	152965	-	4	152965	155612	lightblue	region
780	1665743	1666765	-	1	1665743	1666765	lightblue	region
781	1670752	1667624	-	5	1667624	1670752	lightblue	region
782	1671312	1672595	+	1	1671312	1672595	lightblue	region
783	1672761	1674365	-	1	1672761	1674365	lightblue	region
784	1674740	1675219	+	1	1674740	1675219	lightblue	region
785	1675852	1675859	-	2	1675852	1675859	lightblue	region
786	1679242	1678597	-	3	1678597	1679242	lightblue	region
787	1680723	1681109	-	1	1680723	1681109	lightblue	region
788	1681282	1681956	+	1	1681282	1681956	lightblue	region
789	1683364	1682606	-	3	1682606	1683364	lightblue	region
79	156603	157274	+	1	156603	157274	lightblue	region
790	1688858	1686268	-	4	1686268	1688858	lightblue	region
791	1690300	1690950	-	1	1690300	1690950	lightblue	region
794	1692944	1693843	+	1	1692944	1693843	lightblue	region
795	1693870	1694853	-	1	1693870	1694853	lightblue	region
796	1695081	1697765	-	1	1695081	1697765	lightblue	region
797	1698117	1698854	+	1	1698117	1698854	lightblue	region
798	1699303	1703095	+	3	1699303	1703095	lightblue	region
8	17031	17315	+	1	17031	17315	lightblue	region
80	159086	159075	-	2	159075	159086	lightblue	region
800	1703797	1705035	-	1	1703797	1705035	lightblue	region
801	1705208	1706107	+	1	1705208	1706107	lightblue	region
802	1706374	1706886	+	1	1706374	1706886	lightblue	region
803	1707117	1708727	+	1	1707117	1708727	lightblue	region
804	1708820	1709170	+	1	1708820	1709170	lightblue	region
805	1709349	1709924	+	1	1709349	1709924	lightblue	region
806	1711051	1711064	-	2	1711051	1711064	lightblue	region
807	1712127	1713155	-	1	1712127	1713155	lightblue	region
808	1715413	1714073	-	4	1714073	1715413	lightblue	region
809	1716924	1717370	-	1	1716924	1717370	lightblue	region
81	159731	161476	+	1	159731	161476	lightblue	region
810	1717716	1719089	+	1	1717716	1719089	lightblue	region
811	1719234	1720658	+	1	1719234	1720658	lightblue	region
812	1720723	1721729	+	2	1720723	1721729	lightblue	region
813	1721899	1722786	+	1	1721899	1722786	lightblue	region
814	1722945	1723820	+	1	1722945	1723820	lightblue	region
815	1723974	1725149	+	1	1723974	1725149	lightblue	region
818	1726367	1727146	+	1	1726367	1727146	lightblue	region
819	1727275	1727571	-	1	1727275	1727571	lightblue	region
82	161578	162207	-	1	161578	162207	lightblue	region
820	1730425	1730398	-	2	1730398	1730425	lightblue	region
821	1731699	1732184	+	1	1731699	1732184	lightblue	region
822	1732181	1733299	-	1	1732181	1733299	lightblue	region
824	1736629	1734749	-	3	1734749	1736629	lightblue	region
825	1737649	1740012	+	1	1737649	1740012	lightblue	region
826	1739984	1742083	-	1	1739984	1742083	lightblue	region
827	1742192	1742959	-	1	1742192	1742959	lightblue	region
828	1743178	1744069	+	2	1743178	1744069	lightblue	region
829	1744208	1745155	+	1	1744208	1745155	lightblue	region
83	162380	164182	-	1	162380	164182	lightblue	region
830	1745271	1751568	+	5	1745271	1751568	lightblue	region
831	1751728	1752453	+	1	1751728	1752453	lightblue	region
832	1752529	1753740	-	1	1752529	1753740	lightblue	region
833	1753991	1754452	-	1	1753991	1754452	lightblue	region
834	1754508	1757543	-	1	1754508	1757543	lightblue	region
835	1757756	1758439	+	1	1757756	1758439	lightblue	region
836	1758575	1759258	+	1	1758575	1759258	lightblue	region
837	1759358	1761146	+	2	1759358	1761146	lightblue	region
839	1761771	1762169	+	1	1761771	1762169	lightblue	region
84	164342	167947	-	1	164342	167947	lightblue	region
840	1762335	1763441	+	1	1762335	1763441	lightblue	region
842	1764459	1767256	+	3	1764459	1767256	lightblue	region
843	1767357	1768688	-	1	1767357	1768688	lightblue	region
844	1770173	1770189	-	2	1770173	1770189	lightblue	region
845	1771307	1772263	+	1	1771307	1772263	lightblue	region
846	1772383	1775884	+	2	1772383	1775884	lightblue	region
847	1777756	1777000	-	3	1777000	1777756	lightblue	region
848	1778964	1785614	+	6	1778964	1785614	lightblue	region
849	1785810	1787186	+	1	1785810	1787186	lightblue	region
85	169776	169648	-	2	169648	169776	lightblue	region
850	1787288	1787866	-	1	1787288	1787866	lightblue	region
851	1787963	1789738	-	1	1787963	1789738	lightblue	region
852	1790030	1790899	+	1	1790030	1790899	lightblue	region
853	1791037	1792848	+	2	1791037	1792848	lightblue	region
854	1792968	1796211	+	3	1792968	1796211	lightblue	region
855	1796292	1797386	-	1	1796292	1797386	lightblue	region
856	1797508	1798773	-	1	1797508	1798773	lightblue	region
857	1798996	1801445	+	2	1798996	1801445	lightblue	region
858	1801636	1802184	+	1	1801636	1802184	lightblue	region
859	1802280	1802867	-	1	1802280	1802867	lightblue	region
86	171472	172410	+	1	171472	172410	lightblue	region
860	1803245	1805091	+	2	1803245	1805091	lightblue	region
862	1805900	1807546	+	1	1805900	1807546	lightblue	region
863	1807854	1808708	+	1	1807854	1808708	lightblue	region
864	1808799	1810046	-	1	1808799	1810046	lightblue	region
865	1810355	1810618	+	1	1810355	1810618	lightblue	region
866	1810820	1812496	+	1	1810820	1812496	lightblue	region
867	1814874	1814835	-	2	1814835	1814874	lightblue	region
868	1815667	1815888	+	1	1815667	1815888	lightblue	region
869	1815987	1818212	-	1	1815987	1818212	lightblue	region
87	172502	172987	+	1	172502	172987	lightblue	region
870	1818522	1819247	+	1	1818522	1819247	lightblue	region
871	1825692	1820080	-	8	1820080	1825692	lightblue	region
872	1826997	1828598	-	1	1826997	1828598	lightblue	region
873	1829292	1829699	+	1	1829292	1829699	lightblue	region
874	1829747	1831051	-	1	1829747	1831051	lightblue	region
875	1831316	1834499	+	3	1831316	1834499	lightblue	region
876	1840208	1835117	-	8	1835117	1840208	lightblue	region
877	1840846	1841709	-	1	1840846	1841709	lightblue	region
879	1844857	1842922	-	4	1842922	1844857	lightblue	region
88	173550	173497	-	2	173497	173550	lightblue	region
880	1846042	1847322	+	1	1846042	1847322	lightblue	region
881	1850215	1848737	-	3	1848737	1850215	lightblue	region
882	1850907	1851527	-	1	1850907	1851527	lightblue	region
883	1851693	1852664	+	1	1851693	1852664	lightblue	region
884	1852697	1854166	-	1	1852697	1854166	lightblue	region
885	1856183	1855128	-	3	1855128	1856183	lightblue	region
886	1857586	1857999	+	1	1857586	1857999	lightblue	region
887	1858121	1858573	-	1	1858121	1858573	lightblue	region
888	1858926	1862402	+	2	1858926	1862402	lightblue	region
889	1862500	1863447	-	1	1862500	1863447	lightblue	region
89	175694	175694	-	2	175694	175694	lightblue	region
890	1867570	1864589	-	5	1864589	1867570	lightblue	region
891	1869825	1872245	+	2	1869825	1872245	lightblue	region
892	1879997	1873598	-	8	1873598	1879997	lightblue	region
893	1880608	1881597	+	1	1880608	1881597	lightblue	region
895	1883199	1883186	-	2	1883186	1883199	lightblue	region
896	1884025	1884855	+	1	1884025	1884855	lightblue	region
897	1884945	1888124	-	1	1884945	1888124	lightblue	region
898	1891658	1890004	-	4	1890004	1891658	lightblue	region
899	1892541	1894562	-	1	1892541	1894562	lightblue	region
9	17404	17865	-	1	17404	17865	lightblue	region
90	176568	177071	+	1	176568	177071	lightblue	region
901	1895503	1895805	+	1	1895503	1895805	lightblue	region
902	1895859	1896290	-	1	1895859	1896290	lightblue	region
903	1896441	1897301	+	1	1896441	1897301	lightblue	region
904	1897310	1897768	-	1	1897310	1897768	lightblue	region
905	1897890	1898957	+	1	1897890	1898957	lightblue	region
906	1899082	1900143	-	1	1899082	1900143	lightblue	region
907	1900302	1901045	+	1	1900302	1901045	lightblue	region
908	1901148	1901603	-	1	1901148	1901603	lightblue	region
909	1901947	1902153	+	1	1901947	1902153	lightblue	region
91	177272	178177	+	1	177272	178177	lightblue	region
910	1902545	1902982	-	1	1902545	1902982	lightblue	region
911	1903124	1903372	+	1	1903124	1903372	lightblue	region
912	1906596	1904084	-	4	1904084	1906596	lightblue	region
913	1907273	1907671	-	1	1907273	1907671	lightblue	region
914	1907972	1909063	-	1	1907972	1909063	lightblue	region
915	1909311	1910186	+	1	1909311	1910186	lightblue	region
916	1910263	1910811	-	1	1910263	1910811	lightblue	region
917	1913064	1913064	-	2	1913064	1913064	lightblue	region
918	1914902	1916189	+	2	1914902	1916189	lightblue	region
919	1916449	1919327	+	2	1916449	1919327	lightblue	region
92	178440	179402	+	1	178440	179402	lightblue	region
920	1919354	1919821	-	1	1919354	1919821	lightblue	region
921	1919907	1920512	+	1	1919907	1920512	lightblue	region
922	1920584	1922701	-	1	1920584	1922701	lightblue	region
923	1922799	1923440	-	1	1922799	1923440	lightblue	region
924	1923617	1924714	-	1	1923617	1924714	lightblue	region
925	1924851	1926902	+	1	1924851	1926902	lightblue	region
927	1928100	1928861	-	1	1928100	1928861	lightblue	region
928	1931741	1931628	-	2	1931628	1931741	lightblue	region
929	1932386	1933360	+	1	1932386	1933360	lightblue	region
93	179479	180486	-	1	179479	180486	lightblue	region
930	1935132	1933827	-	5	1933827	1935132	lightblue	region
931	1936428	1937318	+	1	1936428	1937318	lightblue	region
932	1937652	1937648	-	2	1937648	1937652	lightblue	region
933	1939450	1941480	-	1	1939450	1941480	lightblue	region
935	1942328	1949599	+	8	1942328	1949599	lightblue	region
937	1950248	1951132	-	1	1950248	1951132	lightblue	region
938	1951406	1952080	+	1	1951406	1952080	lightblue	region
939	1952181	1953506	+	1	1952181	1953506	lightblue	region
94	180807	181049	+	1	180807	181049	lightblue	region
940	1959657	1955147	-	7	1955147	1959657	lightblue	region
941	1964411	1966081	-	1	1964411	1966081	lightblue	region
942	1966329	1967900	-	1	1966329	1967900	lightblue	region
943	1968369	1970722	+	2	1968369	1970722	lightblue	region
944	1970817	1972403	+	1	1970817	1972403	lightblue	region
945	1972599	1974263	+	1	1972599	1974263	lightblue	region
946	1974412	1974855	-	1	1974412	1974855	lightblue	region
947	1975417	1976898	+	1	1975417	1976898	lightblue	region
948	1976996	1977958	-	1	1976996	1977958	lightblue	region
949	1978085	1978729	-	1	1978085	1978729	lightblue	region
95	184710	181999	-	3	181999	184710	lightblue	region
950	1979061	1981007	-	1	1979061	1981007	lightblue	region
951	1981232	1982945	+	2	1981232	1982945	lightblue	region
952	1983025	1983573	-	1	1983025	1983573	lightblue	region
953	1983988	1985772	+	2	1983988	1985772	lightblue	region
954	1986202	1987056	+	1	1986202	1987056	lightblue	region
955	1987487	1988882	+	2	1987487	1988882	lightblue	region
956	1988908	1989327	-	1	1988908	1989327	lightblue	region
958	1993738	1993605	-	2	1993605	1993738	lightblue	region
959	1994843	1995595	+	1	1994843	1995595	lightblue	region
96	186144	186461	+	1	186144	186461	lightblue	region
960	1995718	1996686	+	1	1995718	1996686	lightblue	region
961	1996984	1999714	+	3	1996984	1999714	lightblue	region
962	1999839	2001002	-	1	1999839	2001002	lightblue	region
963	2001256	2006815	+	5	2001256	2006815	lightblue	region
964	2006860	2007330	-	1	2006860	2007330	lightblue	region
965	2007460	2020041	+	12	2007460	2020041	lightblue	region
966	2020237	2020563	+	1	2020237	2020563	lightblue	region
967	2020726	2021976	-	1	2020726	2021976	lightblue	region
968	2022317	2022913	+	1	2022317	2022913	lightblue	region
969	2026950	2023498	-	4	2023498	2026950	lightblue	region
97	186571	187848	-	1	186571	187848	lightblue	region
970	2028217	2029611	-	1	2028217	2029611	lightblue	region
972	2030885	2032201	+	1	2030885	2032201	lightblue	region
973	2032370	2035243	-	1	2032370	2035243	lightblue	region
975	2036933	2037724	-	1	2036933	2037724	lightblue	region
976	2048534	2038679	-	10	2038679	2048534	lightblue	region
978	2049965	2050315	-	1	2049965	2050315	lightblue	region
979	2053998	2053998	-	2	2053998	2053998	lightblue	region
98	188156	188374	-	1	188156	188374	lightblue	region
981	2057712	2057632	-	2	2057632	2057712	lightblue	region
982	2060400	2060389	-	2	2060389	2060400	lightblue	region
983	2061196	2063743	+	3	2061196	2063743	lightblue	region
984	2064654	2064652	-	2	2064652	2064654	lightblue	region
985	2065299	2070096	+	3	2065299	2070096	lightblue	region
986	2070316	2072564	+	2	2070316	2072564	lightblue	region
987	2073003	2072981	-	2	2072981	2073003	lightblue	region
988	2074529	2075980	-	1	2074529	2075980	lightblue	region
989	2077252	2077240	-	2	2077240	2077252	lightblue	region
99	188629	190833	+	1	188629	190833	lightblue	region
990	2078331	2081400	+	3	2078331	2081400	lightblue	region
991	2082233	2082232	-	2	2082232	2082233	lightblue	region
992	2082633	2083976	+	2	2082633	2083976	lightblue	region
993	2083933	2084466	-	1	2083933	2084466	lightblue	region
994	2085319	2086064	+	2	2085319	2086064	lightblue	region
995	2086130	2087716	-	1	2086130	2087716	lightblue	region
996	2088039	2088042	-	2	2088039	2088042	lightblue	region
997	2088431	2089126	+	1	2088431	2089126	lightblue	region
998	2089352	2091067	+	1	2089352	2091067	lightblue	region
999	2091309	2091953	+	1	2091309	2091953	lightblue	region
